;;Consumption_1;Consumption_2;Consumption_3;Consumption_Flag1;Consumption_Flag2;Consumption_Par1;Consumption_Par10;Consumption_Par11;Consumption_Par12;Consumption_Par13;Consumption_Par14
11.10.2022 17:00;11.10.2022 18:00;40,350;447,709;62,141;25.056,356;21.799,031;23.822,117;21.916,347;25.727,885;22.392,790;24.775,001;23.822,118
11.10.2022 18:00;11.10.2022 19:00;34,200;439,416;60,933;27.280,917;28.372,152;24.681,542;19.992,050;19.992,050;20.238,866;22.707,019;24.928,356
11.10.2022 19:00;11.10.2022 20:00;34,950;437,609;60,002;27.710,807;23.831,295;23.840,714;24.555,936;23.125,493;24.794,342;25.509,564;21.456,643
11.10.2022 20:00;11.10.2022 21:00;31,800;434,646;55,868;26.230,865;26.493,173;22.257,056;23.369,909;22.257,056;20.921,633;21.811,915;21.589,344
11.10.2022 21:00;11.10.2022 22:00;32,250;437,609;58,544;21.536,397;20.459,577;20.969,170;22.646,702;20.549,787;19.711,020;21.598,245;18.243,178
11.10.2022 22:00;11.10.2022 23:00;33,200;439,538;56,119;17.286,484;14.693,513;15.655,975;12.524,780;15.969,094;15.655,975;16.438,773;13.777,258
11.10.2022 23:00;12.10.2022 00:00;30,050;435,409;55,082;13.826,613;14.656,209;14.255,073;12.116,812;14.682,725;13.969,972;12.687,015;12.687,016
12.10.2022 00:00;12.10.2022 01:00;33,550;439,723;58,958;13.096,299;11.524,744;12.755,462;10.331,925;11.990,134;11.607,471;10.331,926;12.883,016
12.10.2022 01:00;12.10.2022 02:00;34,100;436,727;58,814;12.786,220;14.064,841;13.703,225;13.703,224;10.962,580;13.292,128;15.073,546;11.373,677
12.10.2022 02:00;12.10.2022 03:00;75,650;481,055;101,044;12.948,949;12.301,502;12.389,590;11.026,736;11.026,735;13.132,966;10.531,153;12.265,694
12.10.2022 03:00;12.10.2022 04:00;182,850;588,693;210,365;15.131,667;14.526,401;14.288,693;15.146,014;12.859,824;15.288,901;15.717,561;14.288,692
12.10.2022 04:00;12.10.2022 05:00;198,850;600,600;225,129;20.356,525;22.188,610;16.354,460;14.555,470;14.882,558;15.373,193;13.901,292;13.737,748
12.10.2022 05:00;12.10.2022 06:00;185,000;591,001;208,353;27.290,217;22.650,882;21.442,339;21.871,185;19.083,682;20.584,646;22.728,879;23.586,572
12.10.2022 06:00;12.10.2022 07:00;176,250;582,138;202,259;32.487,175;33.136,917;27.615,316;24.025,327;25.958,397;26.510,704;28.443,776;27.615,317
12.10.2022 07:00;12.10.2022 08:00;163,950;567,568;186,804;29.149,261;23.610,902;29.564,847;31.634,385;26.312,713;29.860,494;31.043,087;29.860,495
12.10.2022 08:00;12.10.2022 09:00;172,300;577,693;197,114;26.737,294;22.191,954;28.572,020;28.857,739;22.857,617;26.571,978;23.143,338;30.000,621
12.10.2022 09:00;12.10.2022 10:00;164,050;568,325;189,503;25.775,582;23.455,780;26.569,200;24.443,665;23.912,281;24.975,048;28.694,734;28.694,736
12.10.2022 10:00;12.10.2022 11:00;156,950;562,175;183,523;25.226,594;25.226,594;25.796,325;27.086,141;27.860,031;25.280,399;23.474,656;28.375,956
12.10.2022 11:00;12.10.2022 12:00;143,850;548,033;171,075;20.775,684;22.229,982;23.581,778;21.223,601;23.581,777;25.232,503;22.402,689;20.044,513
12.10.2022 12:00;12.10.2022 13:00;125,850;530,491;151,621;20.755,656;20.755,656;22.353,620;22.800,692;18.329,969;22.353,620;19.671,186;23.471,300
12.10.2022 13:00;12.10.2022 14:00;103,600;508,689;128,915;20.018,546;19.618,175;18.972,074;19.730,956;17.833,750;20.110,398;17.454,308;17.644,028
12.10.2022 14:00;12.10.2022 15:00;92,650;497,094;120,290;18.548,978;17.065,060;20.660,522;17.354,839;21.900,152;22.313,362;18.801,076;18.387,865
12.10.2022 15:00;12.10.2022 16:00;90,600;493,743;113,547;19.336,873;20.110,347;19.660,186;19.660,185;17.104,363;16.121,354;21.429,603;19.070,381
12.10.2022 16:00;12.10.2022 17:00;58,350;463,550;85,303;20.023,555;19.823,320;24.039,209;20.433,328;25.241,169;25.000,777;24.519,994;23.558,424
12.10.2022 17:00;12.10.2022 18:00;40,350;447,709;62,141;24.127,190;26.057,365;26.446,170;24.066,015;25.917,247;24.330,476;28.032,939;23.008,169
12.10.2022 18:00;12.10.2022 19:00;34,200;439,416;60,933;25.286,322;27.562,090;27.519,109;26.693,536;30.271,017;26.143,154;26.693,535;27.519,108
12.10.2022 19:00;12.10.2022 20:00;34,950;437,609;60,002;25.954,047;23.877,723;26.057,049;27.881,043;21.106,211;26.057,049;25.535,908;23.972,486
12.10.2022 20:00;12.10.2022 21:00;31,800;434,646;55,868;22.667,991;18.814,434;23.633,994;25.997,393;23.633,995;22.452,294;20.561,575;22.688,634
12.10.2022 21:00;12.10.2022 22:00;32,250;437,609;58,544;19.385,512;20.548,641;19.654,105;20.440,268;21.226,433;17.099,071;19.064,481;19.064,481
12.10.2022 22:00;12.10.2022 23:00;33,200;439,538;56,119;15.850,534;13.789,965;18.221,731;16.763,993;18.586,164;14.759,602;14.577,385;15.124,037
12.10.2022 23:00;13.10.2022 00:00;30,050;435,409;55,082;13.488,280;12.004,569;16.792,575;17.968,055;14.777,467;16.120,872;16.624,648;18.135,981
13.10.2022 00:00;13.10.2022 01:00;33,550;439,723;58,958;13.658,519;12.156,082;14.620,946;13.305,061;16.083,040;14.474,736;11.696,758;15.059,575
13.10.2022 01:00;13.10.2022 02:00;34,100;436,727;58,814;13.000,092;10.920,078;14.689,614;14.836,511;12.045,485;13.808,238;15.717,887;15.277,199
13.10.2022 02:00;13.10.2022 03:00;75,650;481,055;101,044;13.454,304;14.396,104;15.312,277;16.690,381;15.159,154;15.006,031;15.465,399;14.393,541
13.10.2022 03:00;13.10.2022 04:00;182,850;588,693;210,365;15.957,115;13.723,120;15.714,273;15.399,986;15.871,416;14.142,845;15.242,844;16.028,558
13.10.2022 04:00;13.10.2022 05:00;198,850;600,600;225,129;22.030,668;23.352,507;20.682,698;16.752,987;21.096,351;17.580,293;19.028,081;19.855,389
13.10.2022 05:00;13.10.2022 06:00;185,000;591,001;208,353;30.853,448;26.842,500;25.745,898;26.003,356;23.428,769;22.913,851;21.111,639;22.398,933
13.10.2022 06:00;13.10.2022 07:00;176,250;582,138;202,259;34.729,262;31.603,629;28.547,343;25.121,661;30.545,655;30.831,130;30.831,129;28.832,817
13.10.2022 07:00;13.10.2022 08:00;163,950;567,568;186,804;32.946,393;33.605,320;30.428,921;24.343,138;24.647,428;28.907,475;25.864,584;30.428,921
13.10.2022 08:00;13.10.2022 09:00;172,300;577,693;197,114;27.625,687;25.415,632;30.719,330;27.647,397;31.948,101;28.568,977;28.876,170;30.104,942
13.10.2022 09:00;13.10.2022 10:00;164,050;568,325;189,503;26.363,553;24.781,739;29.809,118;28.914,845;24.443,477;29.212,936;30.107,208;26.232,025
13.10.2022 10:00;13.10.2022 11:00;156,950;562,175;183,523;24.394,709;22.443,131;26.103,544;24.276,296;21.926,979;23.754,226;21.926,978;26.886,650
13.10.2022 11:00;13.10.2022 12:00;143,850;548,033;171,075;21.756,709;17.840,501;25.793,106;23.213,797;28.114,486;27.082,761;23.471,727;26.566,899
13.10.2022 12:00;13.10.2022 13:00;125,850;530,491;151,621;20.944,493;17.593,375;23.599,660;25.723,628;25.251,637;20.295,709;22.655,674;21.947,683
13.10.2022 13:00;13.10.2022 14:00;103,600;508,689;128,915;19.481,361;18.312,480;20.367,609;16.701,440;21.997,017;20.774,961;18.534,524;16.905,117
13.10.2022 14:00;13.10.2022 15:00;92,650;497,094;120,290;17.860,151;16.609,941;18.610,135;17.679,628;16.190,817;16.376,919;16.376,919;19.354,540
13.10.2022 15:00;13.10.2022 16:00;90,600;493,743;113,547;19.106,549;19.679,744;19.307,547;17.376,792;15.446,039;15.832,190;17.376,793;18.535,246
13.10.2022 16:00;13.10.2022 17:00;58,350;463,550;85,303;19.946,661;17.353,595;22.867,918;21.724,522;23.553,954;24.011,312;23.325,276;25.154,708
13.10.2022 17:00;13.10.2022 18:00;40,350;447,709;62,141;24.292,423;19.919,788;26.723,347;26.990,579;22.982,080;23.516,545;29.128,447;23.516,547
13.10.2022 18:00;13.10.2022 19:00;34,200;439,416;60,933;25.150,416;25.653,425;30.329,137;25.173,186;33.058,758;27.902,807;28.812,679;33.362,050
13.10.2022 19:00;13.10.2022 20:00;34,950;437,609;60,002;25.761,276;26.018,888;29.946,812;32.342,557;27.251,599;29.647,344;23.957,452;28.748,940
13.10.2022 20:00;13.10.2022 21:00;31,800;434,646;55,868;23.453,025;22.280,374;25.755,196;26.270,299;22.922,125;23.694,781;28.330,715;26.527,850
13.10.2022 21:00;13.10.2022 22:00;32,250;437,609;58,544;21.188,407;19.917,103;23.247,378;20.922,640;23.712,325;24.409,747;24.409,746;19.062,851
13.10.2022 22:00;13.10.2022 23:00;33,200;439,538;56,119;17.114,457;14.718,433;19.295,385;15.436,308;17.944,708;19.874,245;16.979,938;17.365,846
13.10.2022 23:00;14.10.2022 00:00;30,050;435,409;55,082;14.240,768;12.531,876;16.765,752;15.256,834;17.101,066;13.412,602;13.580,260;14.418,547
14.10.2022 00:00;14.10.2022 01:00;33,550;439,723;58,958;13.582,698;12.088,601;15.276,870;12.374,265;14.665,795;16.193,482;15.124,101;13.596,414
14.10.2022 01:00;14.10.2022 02:00;34,100;436,727;58,814;13.024,770;11.592,046;15.795,100;15.005,344;13.583,786;17.216,658;13.899,687;13.267,885
14.10.2022 02:00;14.10.2022 03:00;75,650;481,055;101,044;12.901,383;13.030,396;16.533,283;14.218,624;15.045,287;14.053,291;13.557,293;16.863,948
14.10.2022 03:00;14.10.2022 04:00;182,850;588,693;210,365;15.648,466;15.491,982;19.850,097;20.842,601;16.872,583;18.659,092;18.659,092;18.262,091
14.10.2022 04:00;14.10.2022 05:00;198,850;600,600;225,129;21.842,905;21.842,905;27.109,607;25.211,935;23.585,360;27.922,895;28.736,181;29.820,567
14.10.2022 05:00;14.10.2022 06:00;185,000;591,001;208,353;32.417,078;34.686,271;37.618,689;37.994,875;40.628,182;40.628,182;32.352,072;39.499,624
14.10.2022 06:00;14.10.2022 07:00;176,250;582,138;202,259;33.061,914;28.763,867;40.262,412;37.846,668;35.833,547;35.430,923;33.417,803;43.886,025
14.10.2022 07:00;14.10.2022 08:00;163,950;567,568;186,804;33.174,214;32.842,471;42.237,333;43.926,826;40.547,840;40.970,214;39.703,093;34.212,240
14.10.2022 08:00;14.10.2022 09:00;172,300;577,693;197,114;28.407,502;26.418,976;33.981,065;35.680,118;36.699,549;37.039,359;34.660,685;29.563,526
14.10.2022 09:00;14.10.2022 10:00;164,050;568,325;189,503;26.209,407;21.753,808;31.193,927;33.377,502;29.634,231;29.010,351;25.890,961;25.579,021
14.10.2022 10:00;14.10.2022 11:00;156,950;562,175;183,523;24.649,353;21.444,938;30.725,051;33.490,305;31.646,802;26.730,794;32.261,303;30.110,549
14.10.2022 11:00;14.10.2022 12:00;143,850;548,033;171,075;22.526,006;23.201,785;25.745,897;28.063,026;26.518,274;21.111,637;27.033,192;23.686,225
14.10.2022 12:00;14.10.2022 13:00;125,850;530,491;151,621;19.864,401;18.076,605;23.275,991;20.017,353;22.577,711;24.905,310;23.508,750;22.112,192
14.10.2022 13:00;14.10.2022 14:00;103,600;508,689;128,915;19.009,984;17.299,086;21.737,396;21.302,648;20.867,901;22.172,144;19.128,909;23.041,639
14.10.2022 14:00;14.10.2022 15:00;92,650;497,094;120,290;19.285,014;19.670,714;21.900,841;22.995,882;23.214,890;21.900,841;22.557,866;19.272,739
14.10.2022 15:00;14.10.2022 16:00;90,600;493,743;113,547;18.178,457;18.723,810;22.567,852;21.890,817;20.536,745;24.373,280;24.824,636;18.054,283
14.10.2022 16:00;14.10.2022 17:00;58,350;463,550;85,303;21.190,913;22.462,367;26.314,914;27.367,510;21.315,082;28.683,256;24.736,019;26.314,914
14.10.2022 17:00;14.10.2022 18:00;40,350;447,709;62,141;23.822,117;24.298,559;29.300,189;29.007,187;31.058,201;31.351,201;25.784,168;29.886,193
14.10.2022 18:00;14.10.2022 19:00;34,200;439,416;60,933;24.681,542;21.966,572;32.742,178;31.759,913;34.706,708;27.830,851;34.379,286;31.759,912
14.10.2022 19:00;14.10.2022 20:00;34,950;437,609;60,002;23.840,714;20.979,829;31.481,116;32.425,548;30.536,682;25.814,517;28.647,817;27.703,384
14.10.2022 20:00;14.10.2022 21:00;31,800;434,646;55,868;22.257,056;19.141,069;29.997,956;25.798,242;24.898,304;28.798,036;32.397,791;32.697,770
14.10.2022 21:00;14.10.2022 22:00;32,250;437,609;58,544;20.969,170;21.598,244;26.054,903;21.104,472;25.533,804;21.365,021;23.188,864;22.667,766
14.10.2022 22:00;14.10.2022 23:00;33,200;439,538;56,119;15.655,975;13.307,578;20.195,939;18.580,264;19.186,142;17.974,386;20.397,897;19.993,979
14.10.2022 23:00;15.10.2022 00:00;30,050;435,409;55,082;14.255,073;12.259,363;17.592,988;16.185,549;18.648,567;18.824,497;14.778,110;14.778,110
15.10.2022 00:00;15.10.2022 01:00;33,550;439,723;58,958;12.755,462;11.862,580;16.462,110;14.980,520;14.486,658;15.803,627;13.169,690;13.169,690
15.10.2022 01:00;15.10.2022 02:00;34,100;436,727;58,814;13.703,225;12.881,032;17.123,756;14.726,431;18.151,180;18.493,656;18.322,418;18.836,131
15.10.2022 02:00;15.10.2022 03:00;75,650;481,055;101,044;12.389,590;12.637,381;16.998,223;17.848,134;13.598,579;15.128,418;14.618,472;16.658,258
15.10.2022 03:00;15.10.2022 04:00;182,850;588,693;210,365;14.288,693;12.859,824;19.756,752;21.139,724;18.176,212;17.188,374;19.361,617;18.966,482
15.10.2022 04:00;15.10.2022 05:00;198,850;600,600;225,129;16.354,460;17.335,726;28.136,767;27.011,296;28.136,767;24.760,356;28.136,768;27.292,665
15.10.2022 05:00;15.10.2022 06:00;185,000;591,001;208,353;21.442,339;17.153,872;37.442,370;33.323,712;37.442,369;37.442,370;39.314,486;38.565,641
15.10.2022 06:00;15.10.2022 07:00;176,250;582,138;202,259;27.615,316;24.025,326;44.675,410;49.142,950;39.761,117;42.441,640;37.527,347;43.781,903
15.10.2022 07:00;15.10.2022 08:00;163,950;567,568;186,804;29.564,847;27.790,955;41.301,373;40.475,346;45.018,496;40.475,346;45.431,507;44.192,467
15.10.2022 08:00;15.10.2022 09:00;172,300;577,693;197,114;28.572,020;25.143,378;35.770,012;37.558,513;38.989,313;36.843,113;30.762,212;33.266,113
15.10.2022 09:00;15.10.2022 10:00;164,050;568,325;189,503;26.569,200;25.506,433;32.052,277;31.731,754;31.411,232;35.257,503;30.449,662;34.616,459
15.10.2022 10:00;15.10.2022 11:00;156,950;562,175;183,523;25.796,325;28.375,956;27.903,579;24.834,184;28.740,686;24.276,114;23.439,006;30.693,935
15.10.2022 11:00;15.10.2022 12:00;143,850;548,033;171,075;23.581,778;19.572,876;26.762,328;21.945,111;26.762,328;26.494,705;21.677,487;23.283,226
15.10.2022 12:00;15.10.2022 13:00;125,850;530,491;151,621;22.353,620;19.671,186;23.644,009;25.299,088;21.516,049;23.407,569;23.407,570;23.407,569
15.10.2022 13:00;15.10.2022 14:00;103,600;508,689;128,915;18.972,074;18.402,911;23.434,071;18.981,598;25.074,454;24.371,433;24.605,774;21.090,665
15.10.2022 14:00;15.10.2022 15:00;92,650;497,094;120,290;20.660,522;18.801,075;23.293,874;21.197,425;19.100,977;23.759,751;24.924,444;25.390,322
15.10.2022 15:00;15.10.2022 16:00;90,600;493,743;113,547;19.660,186;16.711,159;23.729,845;22.780,652;21.356,861;23.017,949;22.068,757;24.679,039
15.10.2022 16:00;15.10.2022 17:00;58,350;463,550;85,303;24.039,209;21.635,288;26.215,847;28.313,113;25.167,212;23.332,105;28.575,272;27.264,480
15.10.2022 17:00;15.10.2022 18:00;40,350;447,709;62,141;26.446,170;21.950,322;31.684,260;28.515,836;27.882,151;34.535,844;29.466,364;31.050,574
15.10.2022 18:00;15.10.2022 19:00;34,200;439,416;60,933;27.519,109;24.767,197;33.063,345;34.385,879;35.377,778;35.708,412;35.708,411;27.442,578
15.10.2022 19:00;15.10.2022 20:00;34,950;437,609;60,002;26.057,049;21.887,922;34.137,356;34.820,102;32.089,115;34.820,102;32.089,116;33.795,982
15.10.2022 20:00;15.10.2022 21:00;31,800;434,646;55,868;23.633,994;22.452,295;30.628,128;26.952,754;28.484,159;27.871,596;32.772,096;27.871,598
15.10.2022 21:00;15.10.2022 22:00;32,250;437,609;58,544;19.654,105;20.636,809;24.930,463;26.924,899;21.440,198;20.692,284;20.442,980;27.423,508
15.10.2022 22:00;15.10.2022 23:00;33,200;439,538;56,119;18.221,731;15.488,472;20.927,683;19.462,746;20.299,853;17.160,700;19.672,022;18.207,084
15.10.2022 23:00;16.10.2022 00:00;30,050;435,409;55,082;16.792,575;17.464,277;17.620,527;19.206,374;16.739,501;14.448,832;16.210,885;14.272,628
16.10.2022 00:00;16.10.2022 01:00;33,550;439,723;58,958;14.620,946;12.135,386;17.452,433;18.674,103;18.499,580;15.183,618;16.579,811;18.150,531
16.10.2022 01:00;16.10.2022 02:00;34,100;436,727;58,814;14.689,614;14.395,822;17.727,106;15.777,125;19.322,545;18.436,190;14.536,227;18.968,002
16.10.2022 02:00;16.10.2022 03:00;75,650;481,055;101,044;15.312,277;15.312,277;17.550,072;17.374,570;18.427,574;18.427,574;14.917,562;14.040,058
16.10.2022 03:00;16.10.2022 04:00;182,850;588,693;210,365;15.714,273;14.928,559;20.567,179;17.276,431;16.865,088;17.687,773;19.744,492;17.482,104
16.10.2022 04:00;16.10.2022 05:00;198,850;600,600;225,129;20.682,698;19.441,735;27.998,358;26.878,425;27.718,375;22.398,688;27.718,374;29.958,241
16.10.2022 05:00;16.10.2022 06:00;185,000;591,001;208,353;25.745,898;21.111,637;39.205,209;39.205,208;37.637,001;36.068,793;34.892,637;34.500,587
16.10.2022 06:00;16.10.2022 07:00;176,250;582,138;202,259;28.547,343;23.408,822;43.533,803;37.439,071;43.533,801;40.921,775;41.792,452;47.887,181
16.10.2022 07:00;16.10.2022 08:00;163,950;567,568;186,804;30.428,921;25.560,295;42.222,670;37.155,950;34.622,591;39.689,309;42.644,896;37.578,178
16.10.2022 08:00;16.10.2022 09:00;172,300;577,693;197,114;30.719,330;31.026,522;35.694,549;33.909,822;37.122,330;32.125,094;34.980,659;39.264,003
16.10.2022 09:00;16.10.2022 10:00;164,050;568,325;189,503;29.809,118;28.616,753;32.439,609;31.466,420;27.898,064;29.195,648;34.061,589;31.142,025
16.10.2022 10:00;16.10.2022 11:00;156,950;562,175;183,523;26.103,544;21.143,871;29.452,187;27.390,535;27.096,012;27.685,057;29.452,186;32.397,405
16.10.2022 11:00;16.10.2022 12:00;143,850;548,033;171,075;25.793,106;22.182,073;26.609,256;26.343,163;21.287,406;28.205,812;21.819,590;23.948,331
16.10.2022 12:00;16.10.2022 13:00;125,850;530,491;151,621;23.599,660;25.959,625;25.717,286;24.945,767;22.888,384;28.289,013;22.888,385;26.231,631
16.10.2022 13:00;16.10.2022 14:00;103,600;508,689;128,915;20.367,609;17.312,468;24.984,111;24.984,111;20.736,812;23.984,747;25.483,791;22.485,700
16.10.2022 14:00;16.10.2022 15:00;92,650;497,094;120,290;18.610,135;15.074,211;24.515,237;26.476,454;19.857,342;25.005,540;19.612,191;23.534,626
16.10.2022 15:00;16.10.2022 16:00;90,600;493,743;113,547;19.307,547;20.272,922;26.502,321;22.261,951;23.587,067;21.466,881;28.092,460;21.466,881
16.10.2022 16:00;16.10.2022 17:00;58,350;463,550;85,303;22.867,918;18.294,334;29.376,369;31.138,950;32.020,239;28.201,314;32.020,240;29.376,369
16.10.2022 17:00;16.10.2022 18:00;40,350;447,709;62,141;26.723,347;22.714,845;34.355,880;32.638,085;28.515,382;31.950,969;30.233,174;34.699,439
16.10.2022 18:00;16.10.2022 19:00;34,200;439,416;60,933;30.329,137;27.599,515;36.356,553;31.630,201;35.265,857;37.083,683;31.630,202;38.174,380
16.10.2022 19:00;16.10.2022 20:00;34,950;437,609;60,002;29.946,812;26.652,663;34.267,183;30.497,794;34.952,525;30.840,465;33.239,166;32.211,151
16.10.2022 20:00;16.10.2022 21:00;31,800;434,646;55,868;25.755,196;22.149,468;33.462,834;33.797,461;27.439,526;33.797,463;29.447,294;29.447,294
16.10.2022 21:00;16.10.2022 22:00;32,250;437,609;58,544;23.247,378;18.830,377;27.035,570;23.250,590;28.657,702;29.198,414;23.250,591;24.061,657
16.10.2022 22:00;16.10.2022 23:00;33,200;439,538;56,119;19.295,385;17.558,800;23.020,631;20.718,568;18.416,505;21.178,981;23.711,249;18.876,918
16.10.2022 23:00;17.10.2022 00:00;30,050;435,409;55,082;16.765,752;14.250,889;19.612,260;20.396,751;17.847,157;21.573,485;19.808,383;19.220,014
17.10.2022 00:00;17.10.2022 01:00;33,550;439,723;58,958;15.276,870;14.665,795;19.277,503;20.434,153;18.120,853;17.542,527;18.699,178;16.193,103
17.10.2022 01:00;17.10.2022 02:00;34,100;436,727;58,814;15.795,100;16.584,854;17.775,031;18.663,782;19.197,033;14.220,026;16.708,529;17.241,780
17.10.2022 02:00;17.10.2022 03:00;75,650;481,055;101,044;16.533,283;14.218,624;20.112,609;19.308,104;18.905,852;21.319,365;18.503,599;17.699,096
17.10.2022 03:00;17.10.2022 04:00;182,850;588,693;210,365;19.850,097;18.262,083;22.680,154;19.504,933;20.412,139;23.814,160;19.278,132;22.906,956
17.10.2022 04:00;17.10.2022 05:00;198,850;600,600;225,129;27.109,607;0,000;29.239,034;27.192,303;29.239,034;24.853,179;28.946,644;30.700,985
17.10.2022 05:00;17.10.2022 06:00;185,000;591,001;208,353;37.618,689;0,000;41.774,542;43.863,266;39.685,815;33.419,637;39.685,816;38.850,323
17.10.2022 06:00;17.10.2022 07:00;176,250;582,138;202,259;40.262,412;0,000;47.305,542;39.263,601;45.413,322;51.089,984;47.778,598;40.682,766
17.10.2022 07:00;17.10.2022 08:00;163,950;567,568;186,804;42.237,333;0,000;43.077,087;39.200,150;46.954,023;39.630,920;45.661,711;37.046,297
17.10.2022 08:00;17.10.2022 09:00;172,300;577,693;197,114;33.981,065;0,000;37.213,831;37.585,969;32.748,171;33.864,587;32.748,173;39.818,799
17.10.2022 09:00;17.10.2022 10:00;164,050;568,325;189,503;31.193,927;0,000;33.167,777;30.846,034;28.524,290;32.172,744;33.167,776;32.504,421
17.10.2022 10:00;17.10.2022 11:00;156,950;562,175;183,523;30.725,051;0,000;31.005,446;32.555,718;33.175,825;32.245,664;28.835,065;30.385,337
17.10.2022 11:00;17.10.2022 12:00;143,850;548,033;171,075;25.745,897;0,000;28.606,712;28.320,644;23.171,437;29.178,846;26.890,310;25.459,974
17.10.2022 12:00;17.10.2022 13:00;125,850;530,491;151,621;23.275,991;0,000;27.237,283;24.241,183;25.875,419;29.688,638;28.054,402;27.237,283
17.10.2022 13:00;17.10.2022 14:00;103,600;508,689;128,915;21.737,396;0,000;25.353,560;26.621,237;24.085,882;25.100,024;27.888,914;25.860,631
17.10.2022 14:00;17.10.2022 15:00;92,650;497,094;120,290;21.900,841;0,000;26.328,861;26.592,149;24.222,553;23.695,977;22.642,823;27.118,727
17.10.2022 15:00;17.10.2022 16:00;90,600;493,743;113,547;22.567,852;0,000;26.162,200;23.284,359;25.115,711;27.993,553;28.516,795;26.423,822
17.10.2022 16:00;17.10.2022 17:00;58,350;463,550;85,303;26.314,914;0,000;31.696,063;32.013,023;27.892,538;31.696,062;25.673,811;31.379,102
17.10.2022 17:00;17.10.2022 18:00;40,350;447,709;62,141;29.300,189;0,000;35.032,188;31.528,969;38.185,084;32.229,613;29.076,717;30.828,326
17.10.2022 18:00;17.10.2022 19:00;34,200;439,416;60,933;32.742,178;0,000;33.256,116;28.600,262;32.258,433;31.260,748;29.930,505;30.928,189
17.10.2022 19:00;17.10.2022 20:00;34,950;437,609;60,002;31.481,116;0,000;32.899,544;35.531,505;31.912,557;27.635,618;30.596,575;34.544,521
17.10.2022 20:00;17.10.2022 21:00;31,800;434,646;55,868;29.997,956;0,000;36.698,819;31.193,997;34.496,889;33.395,926;31.927,972;38.533,760
17.10.2022 21:00;17.10.2022 22:00;32,250;437,609;58,544;26.054,903;0,000;26.872,483;27.409,932;24.453,961;27.947,382;22.304,161;29.291,006
17.10.2022 22:00;17.10.2022 23:00;33,200;439,538;56,119;20.195,939;0,000;21.972,012;19.115,651;24.169,212;23.290,332;18.017,050;23.070,611
17.10.2022 23:00;18.10.2022 00:00;30,050;435,409;55,082;17.592,988;0,000;20.357,595;19.543,291;19.136,140;19.136,140;18.525,412;17.100,380
18.10.2022 00:00;18.10.2022 01:00;33,550;439,723;58,958;16.462,110;0,000;17.527,896;15.599,828;17.878,454;18.579,569;18.579,570;16.300,944
18.10.2022 01:00;18.10.2022 02:00;34,100;436,727;58,814;17.123,756;0,000;16.362,327;15.871,458;15.053,341;13.907,978;17.834,936;15.053,341
18.10.2022 02:00;18.10.2022 03:00;75,650;481,055;101,044;16.998,223;0,000;17.305,442;19.035,984;15.921,006;14.882,681;17.651,550;14.882,680
18.10.2022 03:00;18.10.2022 04:00;182,850;588,693;210,365;19.756,752;0,000;20.690,924;16.552,741;16.759,649;22.760,015;18.208,013;20.070,197
18.10.2022 04:00;18.10.2022 05:00;198,850;600,600;225,129;28.136,767;0,000;26.601,748;29.261,920;24.473,607;24.473,607;21.547,418;29.261,923
18.10.2022 05:00;18.10.2022 06:00;185,000;591,001;208,353;37.442,370;0,000;35.055,795;28.395,195;28.745,752;28.044,640;34.705,238;37.860,257
18.10.2022 06:00;18.10.2022 07:00;176,250;582,138;202,259;44.675,410;0,000;41.946,568;37.751,913;35.235,118;46.141,223;45.302,290;38.171,377
18.10.2022 07:00;18.10.2022 08:00;163,950;567,568;186,804;41.301,373;0,000;39.811,418;42.996,329;37.820,847;39.413,304;32.645,363;38.218,960
18.10.2022 08:00;18.10.2022 09:00;172,300;577,693;197,114;35.770,012;0,000;36.482,086;31.009,774;35.752,444;37.941,369;32.833,877;32.104,238
18.10.2022 09:00;18.10.2022 10:00;164,050;568,325;189,503;32.052,277;0,000;32.366,649;28.806,319;29.453,650;30.424,649;27.187,987;35.279,646
18.10.2022 10:00;18.10.2022 11:00;156,950;562,175;183,523;27.903,579;0,000;29.510,127;31.870,936;25.378,708;25.673,812;31.575,835;27.149,317
18.10.2022 11:00;18.10.2022 12:00;143,850;548,033;171,075;26.762,328;0,000;27.779,833;28.613,228;22.223,866;29.446,621;27.779,833;26.390,842
18.10.2022 12:00;18.10.2022 13:00;125,850;530,491;151,621;23.644,009;0,000;26.721,914;28.592,448;21.644,751;22.980,847;26.454,696;29.126,886
18.10.2022 13:00;18.10.2022 14:00;103,600;508,689;128,915;23.434,071;0,000;23.958,023;23.478,863;21.322,641;23.239,283;25.395,505;23.478,862
18.10.2022 14:00;18.10.2022 15:00;92,650;497,094;120,290;23.293,874;0,000;25.324,948;25.578,196;24.311,951;24.311,950;26.591,194;22.285,955
18.10.2022 15:00;18.10.2022 16:00;90,600;493,743;113,547;23.729,845;0,000;26.988,720;22.670,526;29.687,591;24.559,735;22.130,752;24.019,962
18.10.2022 16:00;18.10.2022 17:00;58,350;463,550;85,303;26.215,847;0,000;30.995,076;28.205,521;27.895,569;26.965,717;28.515,472;29.135,372
18.10.2022 17:00;18.10.2022 18:00;40,350;447,709;62,141;31.684,260;0,000;35.582,965;36.294,623;31.313,011;33.803,817;39.141,261;33.092,157
18.10.2022 18:00;18.10.2022 19:00;34,200;439,416;60,933;33.063,345;0,000;36.151,980;32.536,782;38.682,616;36.513,499;39.405,656;32.175,263
